,title_y,startYear,director,cast,overview,genres_x,runtimeMinutes,averageRating,numVotes,poster_path,original_language,average_popularity_cast,average_popularity_director,popularity,key
1075,Devil,2010,['John Erick Dowdle'],"['Chris Messina', 'Bokeem Woodbine', 'Logan Marshall-Green', 'Geoffrey Arend', 'Jacob Vargas', 'Matt Craven', 'Joshua Peace', 'Caroline Dhavernas', ""Jenny O'Hara"", 'Bojana Novakovic']",Un groupe de personnes coincé dans un ascenseur réalise que le Diable se trouve juste en dessous d'eux...,"['Horror', 'Mystery', 'Thriller']",80,6.3,160342,https://image.tmdb.org/t/p/original/inf3mp1sNFH5WYJJw3Mlc4eUTNw.jpg,en,10.3348,4.173,20.474,indisponible
1076,Le Livre d'Eli,2010,"['Albert Hughes', 'Allen Hughes']","['Denzel Washington', 'Ray Stevenson', 'Gary Oldman', 'Evan Jones', 'Joe Pingue', 'Michael Gambon', 'Tom Waits', 'Mila Kunis', 'Jennifer Beals', 'Frances de la Tour']","Dans un futur proche, l'Amérique n'est plus qu'une terre désolée dont les villes sont des ruines et les routes autant de pièges infestés de bandes criminelles. Depuis des années, Eli voyage seul, se protégeant des attaques et se battant pour trouver de quoi survivre. Lorsqu'il arrive dans ce qui fut autrefois la Californie, Eli se heurte au redoutable Carnegie, un homme qui ne recule devant rien pour imposer sa volonté à la petite communauté qu'il contrôle. Eli fait aussi la connaissance de la très belle Solara et découvre que Carnegie compte bien étendre sa sombre domination à toute la région. Eli parvient à échapper de Carnegie, mais Solara l'a suivi... Même s'il est décidé à poursuivre sa route en solitaire, Eli comprend qu'il ne peut abandonner la jeune femme. Pour elle, il va prendre des risques qu'il n'a jamais pris pour lui-même.","['Action', 'Thriller', 'Science Fiction']",118,6.8,346180,https://image.tmdb.org/t/p/original/lEyqRamxQJpUvC3axFJeAA3ORng.jpg,en,38.4418,2.3285,31.131,https://www.youtube.com/watch?v=l4aGAqlfIMo
1077,I Spit on Your Grave,2010,['Steven R. Monroe'],"['Jeff Branson', 'Andrew Howard', 'Daniel Franzese', 'Rodney Eastman', 'Chad Lindberg', 'Tracey Walter', 'Sarah Butler', 'Mollie Milligan', 'Saxon Sharbino', 'Amber Dawn Landrum']","Jennifer, jeune et jolie écrivain, s'isole dans un chalet pour y écrire son nouveau roman. Elle qui s'attendait à une retraite tranquille, se retrouve violée et torturée par un groupe d'individus complètement tordus qui empestent la cruauté et la perversité. Abusée par chacun d'entre eux, laissée pour morte, elle se livrera à une vengeance sans pitié.","['Thriller', 'Crime', 'Horror']",108,6.2,95864,https://image.tmdb.org/t/p/original/1JAFM0veqxRn3ppl4rDFNerrzbT.jpg,en,6.4108,2.49,51.104,https://www.youtube.com/watch?v=HC9p7SkJPwE
1078,Les Petits Mouchoirs,2010,['Guillaume Canet'],"['François Cluzet', 'Benoît Magimel', 'Jean Dujardin', 'Gilles Lellouche', 'Laurent Lafitte', 'Marion Cotillard', 'Valérie Bonneton', 'Pascale Arbillot', 'Anne Marivin', 'Louise Monot']","À la suite d'un événement bouleversant, une bande de copains décide, malgré tout, de partir en vacances au bord de la mer comme chaque année. Leur amitié, leurs certitudes, leur culpabilité, leurs amours en seront ébranlées. Ils vont enfin devoir lever les « petits mouchoirs » qu'ils ont posés sur leurs secrets et leurs mensonges.","['Comedy', 'Drama']",154,7.1,27417,https://image.tmdb.org/t/p/original/qoHIdk4jZTwNjRz23ql3TO8yH9b.jpg,fr,7.888299999999999,10.767,9.347,https://www.youtube.com/watch?v=mxKMVFBPUQo
1079,Bébé mode d'emploi,2010,['Greg Berlanti'],"['Josh Duhamel', 'Josh Lucas', 'Hayes MacArthur', 'Katherine Heigl', 'Alexis Clagett', 'Brynn Clagett', 'Brooke Clagett', 'Christina Hendricks', 'Sarah Burns', 'Jessica St. Clair']","Holly Berenson est un traiteur de plus en plus en vue et Eric Messer, un directeur de chaîne sportive plein d’avenir. Après un premier rencart désastreux, ils n’ont plus en commun que leur antipathie réciproque et l’amour qu’ils portent à leur filleule Sophie. Mais lorsque soudain, ils deviennent pour Sophie tout ce qui lui reste au monde, Holly et Messer sont bien obligés de mettre leurs différences de côté. Jonglant avec leurs ambitions de carrière et des agendas sociaux qui se court-circuitent, ils vont devoir trouver un terrain d’entente pour vivre sous le même toit.","['Comedy', 'Romance', 'Drama']",114,6.5,140536,https://image.tmdb.org/t/p/original/kq5BlOc3TggXDiMoCBpaacseMdI.jpg,en,9.8922,4.373,19.516,https://www.youtube.com/watch?v=b0q3mNa91R0
1080,The Town,2010,['Ben Affleck'],"['Ben Affleck', 'Jon Hamm', 'Jeremy Renner', 'George Carroll', 'Owen Burke', 'Titus Welliver', 'Pete Postlethwaite', 'Chris Cooper', 'Rebecca Hall', 'Blake Lively']","Doug MacRay est un criminel impénitent, le leader de facto d’une impitoyable bande de braqueurs de banque qui s’enorgueillit de voler à leur gré sans se faire prendre. Sans attaches particulières, Doug ne craint jamais la perte d’un être cher. Mais tout va changer le jour où, lors du dernier casse de la bande, ils prennent en otage la directrice de la banque, Claire Keesey. Bien qu’ils l’aient relâchée indemne, Claire est nerveuse car elle sait que les voleurs connaissent son nom…et savent où elle habite. Mais elle baisse la garde le jour où elle rencontre un homme discret et plutôt charmant du nom de Doug….ne réalisant pas qu’il est celui qui, quelques jours plus tôt, l’avait terrorisée. L’attraction instantanée entre eux va se transformer graduellement en une romance passionnée qui menacera de les entraîner tous deux sur un chemin dangereux et potentiellement mortel.","['Crime', 'Drama', 'Thriller']",125,7.5,423897,https://image.tmdb.org/t/p/original/hFmB2E44cfQ48rIFNfqNp5qfSco.jpg,en,22.3119,39.032,39.646,https://www.youtube.com/watch?v=gOef8pE13bQ
1081,Tout va bien ! The Kids Are All Right,2010,['Lisa Cholodenko'],"['Mark Ruffalo', 'Josh Hutcherson', 'Kunal Sharma', 'Eddie Hassell', 'Joaquín Garrido', 'Annette Bening', 'Julianne Moore', 'Mia Wasikowska', 'Yaya DaCosta', 'Zosia Mamet']","Maintenant que Joni a l’âge légal pour accéder à leur dossier à la banque du sperme, son frère et elle décident de retrouver le donneur dont ils sont tous deux issus. Papa-donneur est rapidement séduit par les deux adolescents qui frappent à sa porte. Spontanément, ils l’invitent à dîner pour la présentation aux parents : deux mamans qui vivent ensemble depuis 20 ans. Mais l’arrivée d’un papa sexy peut causer beaucoup de dégâts…","['Comedy', 'Drama']",106,7.0,135393,https://image.tmdb.org/t/p/original/q7X1mKiliMjIRBTaPXZsk7OcL7S.jpg,en,16.9084,0.871,8.532,indisponible
1082,Love & autres drogues,2010,['Edward Zwick'],"['Jake Gyllenhaal', 'Oliver Platt', 'Hank Azaria', 'Josh Gad', 'Gabriel Macht', 'George Segal', 'Anne Hathaway', 'Judy Greer', 'Jill Clayburgh', 'Kate Jennings Grant']","New York, les années 90. Jamie est un jeune commercial redoutable dont l’assurance et le physique avantageux sévissent aussi bien auprès des femmes que dans l’univers implacable de l’industrie pharmaceutique où, entre antidépresseurs et dopants sexuels, il parvient à tout vendre. Mais il y a une personne qui semble insensible à ses charmes, Maggie, une jeune femme très séduisante et furieusement indépendante qui, comme lui, fuit l’engagement émotionnel, mais pour des raisons très différentes. Elle est atteinte d’une maladie chronique et a décidé de vivre uniquement au jour le jour. Malgré eux, ce qui devait être une histoire sans lendemain va alors s’intensifier. Tous deux vont bientôt voir leurs principes respectifs malmenés et devenir accros à la plus puissante des drogues qui soit : l’amour.","['Drama', 'Comedy', 'Romance']",112,6.7,230587,https://image.tmdb.org/t/p/original/kltDOuF8SxHXlaGSO2Qrkbgc5Rv.jpg,en,26.1216,6.589,51.313,https://www.youtube.com/watch?v=xcoLqgLF9zk
1083,Karaté Kid,2010,['Harald Zwart'],"['Jackie Chan', 'Jaden Smith', 'Rongguang Yu', 'Zhensu Wu', 'Zhenwei Wang', 'Jared Minns', 'Shijia Lü', 'Taraji P. Henson', 'Wenwen Han', 'Zhiheng Wang']","Lorsque la carrière de sa mère l'entraîne à Pékin en Chine, le jeune Dre Parker doit faire face à des changements radicaux. Au bout de quelques jours, il se retrouve mêlé à une altercation au sein de son école, impliquant Cheng, l'un des garçons les plus doués en kung-fu et qui lui fait définitivement perdre le respect de ses camarades de classe. Témoin de cet affrontement, M. Han, professeur de kung-fu à la retraite, embauché par les Parker comme chauffeur et assistant, décide d'aider Dre à regagner le respect de son entourage.","['Action', 'Adventure', 'Drama', 'Family']",140,6.2,211622,https://image.tmdb.org/t/p/original/6asvIxFQKYg1Z0x3g8JwfHZhYM1.jpg,en,19.9798,2.329,76.775,https://www.youtube.com/watch?v=FMMKM0fztQk
1084,Robin des Bois,2010,['Ridley Scott'],"['Russell Crowe', 'Matthew Macfadyen', 'Max von Sydow', 'William Hurt', 'Mark Strong', 'Oscar Isaac', 'Danny Huston', 'Mark Addy', 'Cate Blanchett', 'Eileen Atkins']","À l’aube du treizième siècle, Robin Longstride, humble archer au service de la Couronne d’Angleterre, assiste, en Normandie, à la mort de son monarque, Richard Cœur de Lion, tout juste rentré de la Troisième Croisade et venu défendre son royaume contre les Français. De retour en Angleterre et alors que le prince Jean, frère cadet de Richard et aussi inepte à gouverner qu’obnubilé par son enrichissement personnel, prend possession du trône, Robin se rend à Nottingham où il découvre l’étendue de la corruption qui ronge son pays. Il se heurte au despotique shérif du comté, mais trouve une alliée et une amante en la personne de la belle et impétueuse Lady Marianne, qui avait quelques raisons de douter des motifs et de l’identité de ce croisé venu des bois.","['Action', 'Adventure', 'History']",140,6.6,287553,https://image.tmdb.org/t/p/original/3y3YTKoYsFoyjM7WAGGS7dy1eR1.jpg,en,27.5471,41.923,25.816,https://www.youtube.com/watch?v=r0VJaNNhj7o
1085,127 Heures,2010,['Danny Boyle'],"['James Franco', 'Sean Bott', 'Koleman Stinger', 'Treat Williams', 'John Lawrence', 'Parker Hadley', 'Amber Tamblyn', 'Kate Mara', 'Kate Burton', 'Bailee Michelle Johnson']","Le 26 avril 2003, Aron Ralston, jeune homme de vingt‐sept ans, se met en route pour une randonnée dans les gorges de l’Utah. Il est seul et n’a prévenu personne de son excursion. Alpiniste expérimenté, il collectionne les plus beaux sommets de la région. Pourtant, au fin fond d’un canyon reculé, l’impensable survient: Au‐dessus de lui un rocher se détache et emprisonne son bras dans le mur de rocaille. Le voilà pris au piège, menacé de déshydratation et d’hypothermie, en proie à des hallucinations… Il parle à son ex petite amie, sa famille, et se demande si les deux filles qu’il a rencontrées dans le canyon juste avant son accident seront les dernières. Cinq jours plus tard, comprenant que les secours n’arriveront pas, il va devoir prendre la plus grave décision de son existence…","['Adventure', 'Drama', 'Thriller']",94,7.5,408122,https://image.tmdb.org/t/p/original/95t9onaQh0nUudfWOGvyJgZSka0.jpg,en,11.1269,12.337,32.172,https://www.youtube.com/watch?v=ZhE2KCk2Qdo
1086,Wall Street : L'argent ne dort jamais,2010,['Oliver Stone'],"['Shia LaBeouf', 'Michael Douglas', 'Josh Brolin', 'Richard Stratton', 'Harry Kerrigan', 'Sunil Hirani', 'Austin Pendleton', 'Thomas Belesis', 'Carey Mulligan', 'Maria Bartiromo']","Wall Street, New York : en plein krach boursier de 2008, un jeune trader, Jacob Moore, est prêt à tout pour venger son mentor, que d'obscures tractations financières ont poussé au suicide. Il demande de l'aide à Gordon Gekko, le meilleur - et le pire - des gourous de la finance, qui vient de sortir de 20 ans de prison pour délit d'initié. Jacob va apprendre à ses dépens que Gekko reste un maître de la manipulation, et que l'argent ne dort jamais.","['Drama', 'Crime']",133,6.2,107593,https://image.tmdb.org/t/p/original/yNYMQyxwiEJjFyuf5WhQOOWZri5.jpg,en,13.9612,16.683,13.686,https://www.youtube.com/watch?v=Vv1wDejASP0
1087,Submarine,2010,['Richard Ayoade'],"['Craig Roberts', 'Paddy Considine', 'Noah Taylor', 'Darren Evans', 'Osian Cai Dulais', 'Otis Lloyd', 'Sally Hawkins', 'Yasmin Paige', 'Lily McCann', 'Elinor Crawley']","À 15 ans, Oliver Tate a deux gros problèmes : il rêve de coucher avec sa petite amie et sa mère est en train de se laisser séduire par un gourou. Pour empêcher le pire et réussir le meilleur, Oliver n’a que deux atouts : un vocabulaire incroyablement riche et une immense confiance en lui…","['Drama', 'Comedy', 'Romance']",97,7.3,97717,https://image.tmdb.org/t/p/original/vdEHP2Nx2XlcJHuA5QsyMN0pO6Z.jpg,en,6.2576,13.214,8.25,indisponible
1088,Unstoppable,2010,['Tony Scott'],"['Denzel Washington', 'Chris Pine', 'Ethan Suplee', 'Kevin Dunn', 'Kevin Corrigan', 'Kevin Chapman', 'Lew Temple', 'T.J. Miller', 'Rosario Dawson', 'Jessy Schram']",Un ingénieur et un chauffeur vivent une véritable course contre la montre. Les deux hommes tentent de stopper un train qui transporte des produits toxiques avant que celui-ci ne déraille et répande une flaque toxique qui décimera la ville complète.,"['Action', 'Thriller']",98,6.8,210923,https://image.tmdb.org/t/p/original/lpZP0pNeoOogMT0484GquYGVFfF.jpg,en,18.4116,8.321,26.073,https://www.youtube.com/watch?v=ngDpORUIHoo
1089,Iron Man 2,2010,['Jon Favreau'],"['Robert Downey Jr.', 'Mickey Rourke', 'Don Cheadle', 'Sam Rockwell', 'Samuel L. Jackson', 'Clark Gregg', 'John Slattery', 'Garry Shandling', 'Gwyneth Paltrow', 'Scarlett Johansson', 'Scarlett Johansson']","Le monde sait désormais que l'inventeur milliardaire Tony Stark et le super-héros Iron Man ne font qu'un. Malgré la pression du gouvernement, de la presse et du public pour qu'il partage sa technologie avec l'armée, Tony n'est pas disposé à divulguer les secrets de son armure, redoutant que l'information atterrisse dans de mauvaises mains. Avec Pepper Potts et James ""Rhodey"" Rhodes à ses côtés, Tony va forger de nouvelles alliances et affronter de nouvelles forces toutes-puissantes...","['Adventure', 'Action', 'Science Fiction']",124,6.9,886589,https://image.tmdb.org/t/p/original/g9DSeSozGi4zpUyeOYZYMNmIv9O.jpg,en,37.16727272727272,22.274,76.543,https://www.youtube.com/watch?v=LLUGXPSjIQ0
1090,Un Cœur à l'envers,2010,['Rob Reiner'],"['Callan McAuliffe', 'Anthony Edwards', 'John Mahoney', 'Aidan Quinn', 'Kevin Weisman', 'Ryan Ketzner', 'Madeline Carroll', 'Rebecca De Mornay', 'Penelope Ann Miller', 'Morgan Lily']","Juli Baker croit fermement à trois choses: que les arbres sont sacrés (surtout son très cher sycomore), que les oeufs qu'elle récupère dans son jardin sont un véritable bienfait, et qu'un jour elle embrassera Bryce Loski. Depuis qu'elle a vu Bryce, Juli est tombée amoureuse. Malheureusement, Bryce n'a jamais partagé ses sentiments. Il pense au contraire, que Juli est bizarre. Mais un jour, tout change brusquement...","['Romance', 'Drama']",90,7.7,99971,https://image.tmdb.org/t/p/original/6zDYFigohwncqFL00MKbFV01dWb.jpg,en,9.8093,17.067,38.309,indisponible
1091,Laisse-moi entrer,2010,['Matt Reeves'],"['Kodi Smit-McPhee', 'Richard Jenkins', 'Elias Koteas', 'Dylan Kenin', 'Chris Browning', 'Ritchie Coster', 'Dylan Minnette', 'Chloë Grace Moretz', 'Cara Buono', 'Sasha Barrese']","Abby, une mystérieuse fille de 12 ans, vient d'emménager dans l'appartement à côté de celui où vit Owen. Lui est marginal, il vit seul avec sa mère, et est constamment martyrisé par les garçons de sa classe. Dans son isolement, il s'attache à sa nouvelle voisine qu'il trouve si différente des autres personnes qu'il connaît. Alors que l'arrivée d'Abby dans le quartier coïncide avec une série de meurtres inexplicables et de disparitions mystérieuses, Owen comprend que l'innocente jeune fille est un vampire.","['Drama', 'Horror', 'Mystery']",116,7.1,129196,https://image.tmdb.org/t/p/original/qITzZAQarBhGGO30LrLQFfKcFoB.jpg,en,16.6875,7.897,18.657,indisponible
1092,Salt,2010,['Phillip Noyce'],"['Liev Schreiber', 'Chiwetel Ejiofor', 'Daniel Olbrychski', 'August Diehl', 'Daniel Pearce', 'Hunt Block', 'Andre Braugher', 'Olek Krupa', 'Angelina Jolie', 'Cassidy Hinkle']","Evelyn Salt est sans aucun doute l'un des meilleurs agents que la CIA ait jamais comptés dans ses rangs. Pourtant, lorsque la jeune femme est accusée d'être une espionne au service de la Russie, elle doit fuir. Evelyn Salt va faire appel à sa remarquable expertise pour échapper à ceux qui la traquent, y compris dans son propre camp. En cherchant à percer le secret de ceux qui la visent, Salt va brouiller toutes les pistes. Est-elle vraiment ce qu'elle prétend ? Désormais, une seule question se pose : qui est Salt ?","['Action', 'Mystery', 'Thriller']",100,6.5,334179,https://image.tmdb.org/t/p/original/xFpKPLer87KVLVrob85zVSjU9ZJ.jpg,en,15.9684,5.226,36.574,https://www.youtube.com/watch?v=Vexn-FWJOJs
1093,Inception,2010,['Christopher Nolan'],"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Elliot Page', 'Ken Watanabe', 'Tom Hardy', 'Dileep Rao', 'Cillian Murphy', 'Tom Berenger', 'Pete Postlethwaite', 'Marion Cotillard']","Dom Cobb est un voleur expérimenté, le meilleur dans l'art dangereux de l'extraction, voler les secrets les plus intimes enfouis au plus profond du subconscient durant une phase de rêve, lorsque l'esprit est le plus vulnérable. Les capacités de Cobb ont fait des envieux dans le monde tourmenté de l'espionnage industriel alors qu'il devient fugitif en perdant tout ce qu'il a un jour aimé. Une chance de se racheter lui est alors offerte. Une ultime mission grâce à laquelle il pourrait retrouver sa vie passée mais uniquement s'il parvient à accomplir l'impossible inception.","['Action', 'Science Fiction', 'Adventure']",148,8.8,2616797,https://image.tmdb.org/t/p/original/aej3LRUga5rhgkmRP6XMFw3ejbl.jpg,en,39.962,37.109,88.15,https://www.youtube.com/watch?v=JC4I_mxYL6U
1094,Black Swan,2010,['Darren Aronofsky'],"['Vincent Cassel', 'Vincent Cassel', 'Benjamin Millepied', 'Benjamin Millepied', 'Sebastian Stan', 'Sebastian Stan', 'Natalie Portman', 'Natalie Portman', 'Mila Kunis', 'Mila Kunis', 'Winona Ryder', 'Winona Ryder', 'Barbara Hershey', 'Barbara Hershey', 'Ksenia Solo', 'Ksenia Solo', 'Kristina Anapau', 'Kristina Anapau', 'Janet Montgomery', 'Janet Montgomery']","Rivalités dans la troupe du New York City Ballet. Nina est prête à tout pour obtenir le rôle principal du Lac des cygnes que dirige l’ambigu Thomas. Mais elle se trouve bientôt confrontée à la belle et sensuelle nouvelle recrue, Lily…","['Drama', 'Thriller', 'Horror']",108,8.0,843195,https://image.tmdb.org/t/p/original/PgK9d0vegvPCx92b7c15sk4x8h.jpg,en,20.77,6.685,42.126,https://www.youtube.com/watch?v=4ImE8QP0Hq4
1095,Monsters,2010,['Gareth Edwards'],"['Scoot McNairy', 'Mario Zuniga Benavides', 'Justin Hall', 'Ricky Catter', 'Paul Archer', 'Kerry Valderrama', 'Jonathan Winnford', 'Stan Wong', 'Whitney Able', 'Annalee Jefferies']","Une sonde de la NASA s’écrase dans la jungle mexicaine, libérant sur terre des particules d’une forme de vie extra-terrestre. Six ans plus tard, le Mexique et le Costa-Rica sont devenus des zones de guerre désertées par les populations locales, mises en quarantaine et peuplées de créatures monstrueuses. Un photographe est chargé d’escorter une jeune femme à travers cette zone dévastée. Seuls sur la route, ils vont tenter de rejoindre la frontière américaine...","['Drama', 'Thriller', 'Science Fiction']",94,6.3,98843,https://image.tmdb.org/t/p/original/10y3FjK5qe9utARElLdUv5vi8GJ.jpg,en,2.7142000000000004,0.664,13.767,https://www.youtube.com/watch?v=6uJ18GtvG3w
1096,"Moi, moche et méchant",2010,"['Pierre Coffin', 'Chris Renaud']","['Steve Carell', 'Jason Segel', 'Russell Brand', 'Will Arnett', 'Pierre Coffin', 'Pierre Coffin', 'Pierre Coffin', 'Julie Andrews', 'Kristen Wiig', 'Miranda Cosgrove', 'Dana Gaier', 'Elsie Fisher']","Dans un charmant quartier résidentiel délimité par des clôtures de bois blanc et orné de rosiers fleurissants se dresse une bâtisse noire entourée d’une pelouse en friche. Cette façade sinistre cache un secret : Gru, un méchant vilain, entouré d’une myriade de sous‐fifres et armé jusqu’aux dents, qui, à l’insu du voisinage, complote le plus gros casse de tous les temps : voler la lune (Oui, la lune ! )… Gru affectionne toutes sortes de sales joujoux. Il possède une multitude de véhicules de combat aérien et terrestre et un arsenal de rayons immobilisants et rétrécissants avec lesquels il anéantit tous ceux qui osent lui barrer la route… jusqu’au jour où il tombe nez à nez avec trois petites orphelines qui voient en lui quelqu’un de tout à fait différent : un papa. Le plus grand vilain de tous les temps se retrouve confronté à sa plus dure épreuve : trois fillettes prénommées Margo, Édith et Agnès.","['Animation', 'Family', 'Comedy']",95,7.6,599171,https://image.tmdb.org/t/p/original/wuhJx9bTbxHfJHeeR3L8uRjAZ7C.jpg,en,13.615833333333336,6.817,68.005,https://www.youtube.com/watch?v=OPf1YYSKxBs
1097,Winter's Bone,2010,['Debra Granik'],"['John Hawkes', 'Garret Dillahunt', 'Isaiah Stone', 'William White', 'Jennifer Lawrence', 'Ashlee Thompson', 'Valerie Richards', 'Shelley Waggener', 'Ramona Blair', 'Lauren Sweetser']","Ree Dolly a 17 ans. Elle vit seule dans la forêt des Ozarks avec son frère et sa soeur dont elle s'occupe. Quand son père sort de prison et disparaît sans laisser de traces, elle n'a pas d'autre choix que de se lancer à sa recherche sous peine de perdre la maison familiale, utilisée comme caution. Ree va alors se heurter au silence de ceux qui peuplent ces forêts du Missouri. Mais elle n'a qu'une idée en tête : sauver sa famille. A tout prix.","['Drama', 'Mystery']",100,7.1,152622,https://image.tmdb.org/t/p/original/axnkcAGOFTbHWbgCR7DEgtS6bnG.jpg,en,8.0979,2.343,9.996,indisponible
1098,Blue Valentine,2010,['Derek Cianfrance'],"['Ryan Gosling', 'John Doman', 'Mike Vogel', 'Marshall Johnson', 'James Benatti', 'Michelle Williams', 'Faith Wladyka', 'Jen Jones', 'Maryann Plunkett', 'Barbara Troy']","A travers une galerie d’instants volés, passés ou présents, le film raconte l’histoire d’un amour que l’on pensait avoir trouvé, et qui pourtant s’échappe… Dean et Cindy se remémorent les bons moments de leur histoire et se donnent encore une chance, le temps d’une nuit, pour sauver leur mariage vacillant.","['Drama', 'Romance']",112,7.3,215151,https://image.tmdb.org/t/p/original/vqQPrOc0XCloZhuOeR66wjsnyUo.jpg,en,10.7354,3.618,22.55,https://www.youtube.com/watch?v=wZ2i3wvsUvc
1099,Prince of Persia : Les sables du temps,2010,['Mike Newell'],"['Jake Gyllenhaal', 'Ben Kingsley', 'Alfred Molina', 'Steve Toussaint', 'Toby Kebbell', 'Richard Coyle', 'Ronald Pickup', 'Reece Ritchie', 'Gísli Örn Garðarsson', 'Gemma Arterton']","Un prince rebelle est contraint d'unir ses forces avec une mystérieuse princesse pour affronter ensemble les forces du mal et protéger une dague antique capable de libérer les Sables du temps, un don de dieu qui peut inverser le cours du temps et permettre à son possesseur de régner en maître absolu sur le monde.","['Adventure', 'Fantasy', 'Action']",116,6.5,308335,https://image.tmdb.org/t/p/original/b0ziG10atX7pJKUpj6XY7C1xSHg.jpg,en,16.6264,4.66,35.307,https://www.youtube.com/watch?v=bbnRQl86FmA
1100,Hors de contrôle,2010,['Martin Campbell'],"['Mel Gibson', 'Ray Winstone', 'Danny Huston', 'Shawn Roberts', 'David Aaron Baker', 'Jay O. Sanders', ""Denis O'Hare"", 'Damian Young', 'Bojana Novakovic', 'Caterina Scorsone']","Thomas Craven est un inspecteur vétéran de la brigade criminelle de Boston. Il élève seul sa fille de 25 ans. Lorsque celle-ci est retrouvée assassinée sur les marches de sa propre maison, personne n'a de doute : c'est lui qui était visé. Pour découvrir qui a tué sa fille, l'inspecteur Craven va devoir s'aventurer dans les milieux troubles où les affaires côtoient la politique. Il va aussi devoir découvrir les secrets de celle qu'il croyait connaître. Dans cet univers où chaque intérêt est supérieur, où chaque information vaut plusieurs vies, face à l'éminence grise du gouvernement envoyée pour effacer les preuves, la quête solitaire de Craven va le conduire au-delà de la pire enquête de sa vie, face à ses propres démons...","['Crime', 'Drama', 'Mystery', 'Thriller']",117,6.6,100465,https://image.tmdb.org/t/p/original/sctOjRLAm9GuryxjUyfp5YLuZ4W.jpg,en,14.596100000000002,5.235,13.373,indisponible
1101,Beginners,2010,['Mike Mills'],"['Ewan McGregor', 'Christopher Plummer', 'Goran Visnjic', 'Kai Lennox', 'Keegan Boos', 'Mélanie Laurent', 'Mary Page Keller', 'China Shavers', 'Melissa Tang', 'Amanda Payton']","Oliver, illustrateur à Los Angeles, collectionne les ex et les déceptions amoureuses. Quand son père, Hal, tire sa révérence après avoir fait son coming-out à 75 ans et rejoint avec entrain la communauté homosexuelle, Oliver se penche sur ses relations familiales et ses échecs sentimentaux. Et il hérite d'un chien philosophe et bavard. La dépression le guette, jusqu'au jour où il rencontre Anna...","['Drama', 'Romance', 'Comedy']",105,7.2,95455,https://image.tmdb.org/t/p/original/io2Tm89or3jO2pDtEAPEACx4wUe.jpg,en,8.307500000000001,1.01,6.404,indisponible
1102,American trip,2010,['Nicholas Stoller'],"['Jonah Hill', 'Russell Brand', 'Tyler McKinney', 'Lino Facioli', 'Eric Marshall', 'Lars Ulrich', 'Mario Lopez', 'Elisabeth Moss', 'Rose Byrne', 'Zoe Salmon']","Aaron Greenberg est du genre à prendre les choses en main et à résoudre les problèmes. Cet ambitieux stagiaire de 23 ans s’est habilement immiscé dans le job de ses rêves juste à temps pour se voir confier la mission qui pourrait bien déterminer tout son avenir professionnel : il doit se rendre à Londres et ramener un des dieux du rock au Greek Theatre de Los Angeles, à temps pour le concert de lancement d’une tournée au budget astronomique. Une seule mise en garde : s’il le quitte du regard, c’est à ses risques et périls.","['Adventure', 'Comedy', 'Music']",109,6.3,187096,https://image.tmdb.org/t/p/original/mubEQSo5lUe7lJl2P6wCHzlTkRM.jpg,en,9.7234,3.027,14.648,https://www.youtube.com/watch?v=LFG62N7L1Jo
1103,Morning Glory,2010,['Roger Michell'],"['Harrison Ford', 'Noah Bean', 'Jack Davidson', 'Jeff Hiller', 'Mike Hydeck', 'Joseph J. Vargas', 'Rachel McAdams', 'Diane Keaton', 'Vanessa Aspillaga', 'Linda Powell']","Bien qu’elle soit jeune, jolie, dynamique et ambitieuse, Becky Fuller est en pleine traversée du désert professionnelle et sentimentale. Aussi, lorsqu’on propose à cette productrice TV de reprendre ""Daybreak"", la matinale la moins regardée du pays, elle accepte le défi sans hésiter. Pour booster l’audience, elle décide d’engager Mike Pomeroy, le journaliste de légende de la chaîne. Mais le charisme de Mike n'a d'égal que ses caprices de star, et ses relations sont électriques avec Colleen Peck, sa co-présentatrice. Les coups bas hors-plateau s’accompagnent très vite de petites phrases assassines à l’antenne…Dans le même temps, Becky craque pour un producteur de la chaîne, mais sentiments et travail ne font pas toujours bon ménage. Parviendra-t-elle à sortir l’émission de l’impasse et à trouver l’amour ?","['Drama', 'Comedy', 'Romance']",107,6.5,84630,https://image.tmdb.org/t/p/original/pbj7kiFwUP5qSGcsqc7wIvKUfUM.jpg,en,14.4946,2.38,11.915,https://www.youtube.com/watch?v=c5d1dJEIPy4
1104,Night and Day,2010,['James Mangold'],"['Tom Cruise', 'Peter Sarsgaard', 'Jordi Mollà', 'Paul Dano', 'Falk Hentschel', 'Marc Blucas', 'Lennie Loftin', 'Cameron Diaz', 'Viola Davis', 'Maggie Grace']",Une jeune femme se retrouve mêlée à un espion en disgrâce qui essaie de rétablir sa réputation.,"['Action', 'Comedy']",109,6.3,213391,https://image.tmdb.org/t/p/original/bMWLZrWp7mrjAisYHWB9yYwyUkO.jpg,en,22.521,8.009,23.0,https://www.youtube.com/watch?v=EcSIxcekyxs
