,title_y,startYear,director,cast,overview,genres_x,runtimeMinutes,averageRating,numVotes,poster_path,original_language,average_popularity_cast,average_popularity_director,popularity,key
2180,The Thing,1982,['John Carpenter'],"['Kurt Russell', 'Wilford Brimley', 'Keith David', 'Richard Masur', 'T.K. Carter', 'David Clennon', 'Richard Dysart', 'Charles Hallahan', 'Peter Maloney', 'Donald Moffat', '']","Hiver 1982 au cœur de l’Antarctique. Une équipe de recherche composée de 12 hommes, découvre un corps enfoui sous la neige depuis plus de 100 000 ans. Décongelée, la créature retourne à la vie et témoigne très vite de sa capacité à parasiter puis assimiler toute forme de vie. Isolés du monde, ne sachant plus qui est contaminé et qui ne l'est pas, les hommes de l'équipe vont sombrer dans la peur et la paranoïa. Un véritable combat s’engage.","['Horror', 'Mystery', 'Science Fiction']",109,8.2,484242,https://image.tmdb.org/t/p/original/4CntjBo7aRRnoi4ZwDDTQ0UD54s.jpg,en,8.966272727272726,15.291,58.05,https://www.youtube.com/watch?v=9UpZYDdRS40
2181,Conan le barbare,1982,['John Milius'],"['Arnold Schwarzenegger', 'James Earl Jones', 'Max von Sydow', 'Ben Davidson', 'Gerry Lopez', 'Mako', 'Mako', 'William Smith', 'Sandahl Bergman', 'Cassandra Gava', 'Valérie Quennessen']","Encore enfant, Conan assiste impuissant au massacre de ses parents par le cruel Thulsa Doom, et est réduit en esclavage. Enchaîné à la roue de douleur, il y acquiert une musculature peu commune qui lui permet, adulte, de gagner sa liberté comme lutteur. Désireux d’assouvir sa soif de vengeance, il part accompagné de deux voleurs, Subotai et Valeria, à la recherche de Thulsa Doom…","['Adventure', 'Fantasy', 'Action']",129,6.9,165883,https://image.tmdb.org/t/p/original/qwnXGJCAMYrJ4KZo5d5zgCeMEjc.jpg,en,12.324727272727271,2.632,33.869,https://www.youtube.com/watch?v=YYGSdlTMh1k
2182,Gandhi,1982,['Richard Attenborough'],"['Ben Kingsley', 'John Gielgud', 'Roshan Seth', 'Edward Fox', 'Trevor Howard', 'John Mills', 'Martin Sheen', 'Ian Charleson', 'Rohini Hattangadi', 'Candice Bergen']","Reconstitution historique à grand spectacle de la vie de celui que l'on surnomma le ""mahatma"". La carrière de Gandhi comme avocat débute en Afrique du Sud où il défend les droits de la minorité indienne, ce qui a un grand retentissement dans son pays. Plus tard, dans ses luttes contre les Anglais, il prônera toujours la non-violence et usera essentiellement de l'arme de la grève de la faim.","['Drama', 'History']",191,8.0,242047,https://image.tmdb.org/t/p/original/eTv0wtWoBwrkme13ja0ThSybZZe.jpg,en,11.3932,13.791,14.79,https://www.youtube.com/watch?v=r9GIw8ZPi8A
2183,48 heures,1982,['Walter Hill'],"['Nick Nolte', 'Eddie Murphy', 'Frank McRae', 'James Remar', 'David Patrick Kelly', 'Sonny Landham', 'Brion James', 'Jonathan Banks', ""Annette O'Toole"", 'Kerry Sherman']","Deux meurtriers sont pourchassés par la police, alors qu’ils recherchent le butin d’un casse commis par Reggie Hammond, un de leurs anciens complices actuellement emprisonné. Pour les retrouver, l’inspecteur de police Jack Cates a besoin de l’aide de Reggie. Il va le voir en prison pour solliciter sa collaboration mais Hammond négocie son aide contre une permission de sortie. Jack va donc faire en sorte que Reggie soit en liberté surveillée pendant 48 heures, durant lesquelles il va tenter de l’aider à retrouver ses anciens complices...","['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",96,6.9,87779,https://image.tmdb.org/t/p/original/wBHFB1D0rDWyEEvHS5ZlsxB5XQ.jpg,en,18.1456,8.116,14.194,indisponible
2184,Creepshow,1982,['George A. Romero'],"['Hal Holbrook', 'Leslie Nielsen', 'E.G. Marshall', 'Fritz Weaver', 'Ed Harris', 'Ted Danson', 'Stephen King', 'Adrienne Barbeau', 'Carrie Nye', 'Viveca Lindfors']","Un père confisque à son petit garçon un magazine d'épouvante et le jette dans la poubelle. Le vent fait tourner les pages et cinq histoires s'en échappent: ""La fête des pères"", ""La mort solitaire de Jody Verrill"", Un truc pour se marrer"", ""La caisse"" et ""Ça grouille de partout"".","['Horror', 'Comedy']",120,6.8,54718,https://image.tmdb.org/t/p/original/eJWSBX44fPkcccQ79PzE1ltfB8u.jpg,en,15.7519,4.087,16.4,https://www.youtube.com/watch?v=hDTpWFGnBek
2185,Dark Crystal,1982,"['Jim Henson', 'Frank Oz']","['Jim Henson', 'Jim Henson', 'Frank Oz', 'Frank Oz', 'Dave Goelz', 'Dave Goelz', 'Steve Whitmire', 'Brian Meehl', 'Brian Meehl', 'Brian Meehl', 'Bob Payne', 'Mike Quinn', 'Tim Rose', 'Kathryn Mullen', 'Louise Gold']","Un autre monde, un autre temps, à l’âge des miracles… Jen et Kira, seuls survivants de la race des Gelfings, partent à la recherche d’un éclat de cristal gigantesque, abîmé dans une commotion planétaire, qui donne force et puissance aux Mystiques, un peuple sage et pacifique. Ils doivent affronter les terribles et cruels Skekses qui tiennent ces derniers en esclavage.","['Adventure', 'Family', 'Fantasy']",93,7.1,73303,https://image.tmdb.org/t/p/original/yKY5kUaHTs5bwUIq6E1R2I8yLxj.jpg,en,3.2743333333333333,8.3165,14.418,https://www.youtube.com/watch?v=G4inf6k5rM4
2186,E.T. l'extra-terrestre,1982,['Steven Spielberg'],"['Henry Thomas', 'Peter Coyote', 'Robert MacNaughton', 'K.C. Martel', 'Sean Frye', 'C. Thomas Howell', ""David M. O'Dell"", 'Drew Barrymore', 'Dee Wallace', 'Erika Eleniak']","Une soucoupe volante atterrit en pleine nuit près de Los Angeles. Quelques extraterrestres, envoyés sur Terre en mission d’exploration botanique, sortent de l’engin, mais un des leurs s’aventure au-delà de la clairière où se trouve la navette. Celui-ci se dirige alors vers la ville. C’est sa première découverte de la civilisation humaine. Bientôt traquée par des militaires et abandonnée par les siens, cette petite créature apeurée se nommant E.T. se réfugie dans une résidence de banlieue. Elliot, un garçon de dix ans, le découvre et lui construit un abri dans son armoire. Rapprochés par un échange télépathique, les deux êtres ne tardent pas à devenir amis. Aidé par sa sœur Gertie et son frère aîné Michael, Elliot va alors tenter de garder la présence d'E.T. secrète.","['Science Fiction', 'Adventure', 'Family', 'Fantasy']",115,7.9,446614,https://image.tmdb.org/t/p/original/5jl5sfhTeAlp60rM9GxoDA2dmX9.jpg,en,17.7984,32.198,54.651,https://www.youtube.com/watch?v=nxorbfFA8LI
2187,Rambo,1982,['Ted Kotcheff'],"['Sylvester Stallone', 'Brian Dennehy', 'Richard Crenna', 'Bill McKinney', 'Jack Starrett', 'Michael Talbott', 'Chris Mulkey', 'John McLiam', 'Alf Humphreys', 'David Caruso', '']","Après la guerre du Viêt Nam à l'issue humiliante pour les États Unis, les vétérans envoyés au combat et salués en héros par l'Amérique de Kennedy sûrs de leur bon droit, pour retrouver une Amérique hippie et moralisatrice sous Johnson et les traités d'assassins, sont laissés pour compte, devenus des indésirables qu'il faut cacher, enfermer. John Rambo (Silvester Stallone) est l'un d'eux, médaillé par le Congrès, dernier survivant d'un commando des Bérets Verts. Il est arrêté à Hope, une petite ville par le shérif Will Teasle (Brian Dennehy) pour vagabondage parce qu'il voulait trouver un restaurant pour s'alimenter. Jeté en cellule, maltraité, battu par les hommes du shérif, il se défend en appliquant ce qui lui a permis de survivre à la guerre, mets ces hommes à terre et s'évade du commissariat. La chasse à l’homme contre Rambo commence...","['Action', 'Adventure', 'Thriller', 'War']",93,7.7,283028,https://image.tmdb.org/t/p/original/gjb4xVMld19M5IS4EmgVeX7HuHv.jpg,en,14.180909090909092,2.324,46.984,https://www.youtube.com/watch?v=81x6XKy8p6Q
2188,Ça chauffe au lycée Ridgemont,1982,['Amy Heckerling'],"['Sean Penn', 'Judge Reinhold', 'Robert Romanus', 'Brian Backer', 'Ray Walston', 'Scott Thomson', 'Vincent Schiavelli', 'Jennifer Jason Leigh', 'Phoebe Cates', 'Amanda Wyss']","Basé sur les chroniques écrites par Cameron Crowe, le film suit l'histoire d'un groupe de jeunes étudiants dans le sud de la Californie.",['Comedy'],90,7.1,118883,https://image.tmdb.org/t/p/original/xWDgQefKPFmiXLmEsPWkHvAwvSI.jpg,en,15.254,3.866,17.107,indisponible
2189,Pink Floyd : The Wall,1982,['Alan Parker'],"['Bob Geldof', 'James Laurenson', 'Kevin McKeon', 'Bob Hoskins', 'David Bingham', 'Alex McAvoy', 'Ellis Dale', 'Christine Hargreaves', 'Eleanor David', 'Jenny Wright']","Après le décès de son père pendant la Seconde Guerre mondiale, Pink est élevé par une mère tyrannique. Devenu rock star, il mène une vie tourmentée et s'enferme sur lui-même dans sa chambre d'hôtel. Peu à peu, il sombre dans la drogue tandis que la folie commence à s'emparer de lui…","['Music', 'Drama']",95,8.0,86750,https://image.tmdb.org/t/p/original/dD0El8McZb9ZvZ3wxQ1DMJcJ757.jpg,en,2.8805,3.706,11.904,indisponible
2190,Rocky III : L'Œil du tigre,1982,['Sylvester Stallone'],"['Sylvester Stallone', 'Burt Young', 'Carl Weathers', 'Burgess Meredith', 'Tony Burton', 'Mr. T', 'Hulk Hogan', 'Al Silvani', 'Talia Shire', 'Ina Fried']","Rocky Balboa se fraie un chemin dans le cœur de millions de personnes et sa vie ne pourrait être meilleure. Mais lorsque ""Clubber"" Lang met Rocky KO dans une défaite humiliante, il devient évident que ""l'étalon italien"" a perdu son avantage. Alors qu'il envisage de raccrocher les gants, Rocky reçoit les encouragements d'un allié improbable : son vieil ennemi juré, Apollo Creed. Avec l'aide de Creed, Rocky s'efforce de retrouver ""l'œil du tigre"" avant d'affronter Lang dans un match de reprise exténuant !",['Drama'],99,6.8,215867,https://image.tmdb.org/t/p/original/zplg0q9s5pbJDQLWCTlIQfMxC9A.jpg,en,16.5962,76.176,39.556,https://www.youtube.com/watch?v=ZxMC4WYgqPI
2191,Officier et Gentleman,1982,['Taylor Hackford'],"['Richard Gere', 'David Keith', 'Robert Loggia', 'Louis Gossett Jr.', 'Tony Plana', 'Harold Sylvester', 'David Caruso', 'Debra Winger', 'Lisa Blount', 'Lisa Eilbacher']","Fils de Byron Mayo (Robert Loggia), sous-officier de marine alcoolique et dépravé, Zack Mayo (Richard Gere) connaît une enfance difficile, aux Philippines, en compagnie d'un père qu'il méprise. Zack s'inscrit à l'école des officiers de l'aéronavale pour devenir pilote et échapper à sa sordide condition. Pendant ses classes, il fait le dur apprentissage de la discipline, de l’amitié et de l’amour. Malgré les avertissements d'Emil Foley (Louis Gossett Jr.) son sergeant instructeur au sujet des filles de la région qui se font faire un enfant afin d’épouser les élèves pilotes, Zack tombe peu à peu amoureux de l’une d’entre elles, Paula Pokrifki (Debra Winger)...","['Drama', 'Romance']",124,7.1,64133,https://image.tmdb.org/t/p/original/7xaGeNgsx9X0Yw4q9Iz8c04ibkn.jpg,en,12.7431,5.185,25.496,https://www.youtube.com/watch?v=vMjJ62_Lr9I
2192,La Valse des pantins,1982,['Martin Scorsese'],"['Robert De Niro', 'Jerry Lewis', 'Ed Herlihy', 'Lou Brown', 'Peter Potulski', 'Vinnie Gonzales', 'Whitey Ryan', 'Diahnne Abbott', 'Sandra Bernhard', 'Loretta Tupper']","Un comique méconnu, pour se faire reconnaître, enlève le présentateur d'un show télévisé et n'accepte de le libérer qu'à la condition de participer à son spectacle.","['Drama', 'Comedy']",109,7.8,123098,https://image.tmdb.org/t/p/original/zmb3PE0GEepF7wGHoCuazh4r90.jpg,en,7.4918,21.467,14.31,https://www.youtube.com/watch?v=3aXeQRQYIH8
2193,Y a-t-il enfin un pilote dans l'avion ?,1982,['Ken Finkleman'],"['Robert Hays', 'Lloyd Bridges', 'Raymond Burr', 'Chuck Connors', 'Rip Torn', 'John Dehner', 'Chad Everett', 'Peter Graves', 'Kent McCord', 'Julie Hagerty']","La première navette spatiale commerciale pilotée par le commandant Over est en partance pour la Lune. Dès l’envol, déjà laborieux, les difficultés commencent. Malgré les efforts de sa responsable Elaine, l’ordinateur de bord devient fou. Ted, évadé d’un établissement psychiatrique et membre de l’équipage, prend désormais les commandes en main.",['Comedy'],85,6.2,57900,https://image.tmdb.org/t/p/original/qcbvI422lZfGzzeRo8IqaOUOIz9.jpg,en,9.4885,1.03,16.664,indisponible
2194,Possession,1981,['Andrzej Zulawski'],"['Sam Neill', 'Heinz Bennent', 'Carl Duering', 'Shaun Lawton', 'Michael Hogben', 'Maximilian Rüthlein', 'Thomas Frey', 'Isabelle Adjani', 'Isabelle Adjani', 'Margit Carstensen', 'Johanna Hofer']","Rentrant d'un long voyage, Mark retrouve à Berlin sa femme Anna et son fils, Bob. Mais rapidement, il se rend compte que le comportement de sa femme a changé. Prise de violentes crises, elle quitte le domicile. L'amie du couple, Annie, révèle à Mark le nom de l'amant d'Anna, Heinrich. Lorsqu'elle disparaît, Mark engage un détective qui découvre bientôt qu'Anna s'est réfugiée dans une étrange demeure où semble se cacher une créature surgie des ténèbres.",['Horror'],124,7.3,47038,https://image.tmdb.org/t/p/original/yAVfhwRyFm7i0zuMe1lxvXwwwvU.jpg,fr,12.614636363636365,2.652,32.68,https://www.youtube.com/watch?v=ZU4B6t2Nnok
2195,Scanners,1981,['David Cronenberg'],"['Stephen Lack', 'Patrick McGoohan', 'Lawrence Dane', 'Michael Ironside', 'Robert A. Silverman', 'Lee Broker', 'Mavor Moore', 'Adam Ludwig', 'Murray Cruchley', ""Jennifer O'Neill""]","Une société cherche a regrouper les Scanners, des médiums aux pouvoirs surnaturels. Elle recrute un jeune médium pour détecter tous les Scanners qui lui sont opposés. Il va découvrir les aspects caches de cette périlleuse mission.","['Science Fiction', 'Horror']",103,6.7,63563,https://image.tmdb.org/t/p/original/z26UiTRPPQ5IdOmRIWhTmZTHL0M.jpg,en,4.8896,16.566,14.203,https://www.youtube.com/watch?v=P4OIA_L58xQ
2196,Les Aventuriers de l'arche perdue,1981,['Steven Spielberg'],"['Harrison Ford', 'Paul Freeman', 'John Rhys-Davies', 'Ronald Lacey', 'Denholm Elliott', 'Alfred Molina', 'Wolf Kahler', 'Anthony Higgins', 'Vic Tablian', 'Vic Tablian', 'Karen Allen']","L'Arche d'Alliance contenant les tables de la Loi brisées par Moïse, voici 3000 ans, est l'objet de la convoitise des nazis. L'archéologue aventurier Indiana Jones se lance à sa recherche, poursuivi par son ennemi Belloq.","['Adventure', 'Action']",115,8.4,1055392,https://image.tmdb.org/t/p/original/nTsllJhHBDZndFudSB2RgeHuQAt.jpg,en,15.908181818181818,32.198,67.847,https://www.youtube.com/watch?v=JdKKkWHx8pQ
2197,Rox et Rouky,1981,"['Ted Berman', 'Richard Rich', 'Art Stevens']","['Mickey Rooney', 'Kurt Russell', 'Jack Albertson', 'Pat Buttram', 'John Fiedler', 'John McIntire', 'Richard Bakalyan', 'Pearl Bailey', 'Sandy Duncan', 'Jeanette Nolan']","Un fougueux petit renard appelé Rox grandit aux côtés de Rouky, un adorable chiot de chasse. Les deux se promettent une amitié éternelle. Mais lorsque Rouky atteint l'âge de la chasse, leur entente non conventionnelle est mise à l'épreuve.","['Adventure', 'Animation', 'Drama', 'Family']",83,7.2,104377,https://image.tmdb.org/t/p/original/iC5GXVBlEAfg5AUUgPr0ckqQcBa.jpg,en,9.9615,11.177666666666669,29.671,indisponible
2198,"Vendredi 13, chapitre 2 : Le Tueur du vendredi",1981,['Steve Miner'],"['John Furey', 'Stuart Charno', 'Warrington Gillette', 'Walt Gorney', 'Tom McBride', 'Betsy Palmer', 'Amy Steel', 'Adrienne King', 'Kirsten Baker', 'Marta Kober']","Alors qu'on le croyait mort noyé au fond de Crystal Lake, Jason Vorhees revient se venger du sort réservé à sa mère. Après avoir assassiné Alice, seule survivante du premier opus, il massacre les innocents campeurs présents, puis doit faire face à Ginny, dotée de pouvoirs psychiques, et son ami Paul.","['Horror', 'Thriller']",87,6.1,81076,https://image.tmdb.org/t/p/original/1TMoKnOrryl5TJvs6RhI4F9zYBo.jpg,en,3.8014,3.636,24.56,indisponible
2199,Halloween 2,1981,['Rick Rosenthal'],"['Donald Pleasence', 'Charles Cyphers', 'Jeffrey Kramer', 'Lance Guest', 'Hunter von Leer', 'Dick Warlock', 'Dick Warlock', 'Leo Rossi', 'Jamie Lee Curtis', 'Pamela Susan Shoop', 'Gloria Gifford']","Michael Myers, échappé de l'hôpital psychiatrique, sème de nouveau la terreur dans la petite ville d'Haddonfield. Les habitants fêtent Halloween, la nuit des sorcières et la police a bien du mal à démasquer le meutrier.","['Horror', 'Thriller']",92,6.5,105528,https://image.tmdb.org/t/p/original/uq5SZ6MitrzYmIbtb5CulbXmEmK.jpg,en,6.514909090909091,3.525,27.093,https://www.youtube.com/watch?v=bQFFF1TQVE4
2200,Le Loup-Garou de Londres,1981,['John Landis'],"['David Naughton', 'Joe Belcher', 'Griffin Dunne', 'David Schofield', 'Brian Glover', 'Rik Mayall', 'Sean Baker', 'Paddy Ryan', 'Jenny Agutter', 'Lila Kaye']","Deux jeunes Américains en vacances s'égarent dans une région déserte de l'Angleterre. Ils sont attaqués par une bête étrange. Peu après, l'un d'entre eux s'éveille dans un hôpital...","['Comedy', 'Horror']",97,7.5,125895,https://image.tmdb.org/t/p/original/eIsZwhFNKLuZvriaIhQrGEnAguM.jpg,en,5.2853,7.28,27.823,indisponible
2201,Evil Dead,1981,['Sam Raimi'],"['Bruce Campbell', 'Richard DeManincor', 'Philip A. Gillis', 'David Horton', 'Ellen Sandweiss', 'Betsy Baker', 'Theresa Tilly', 'Dorothy Tapert', 'Cheryl Guttridge', 'Barbara Carey']","Cinq jeunes vacanciers s’installent dans une baraque au cœur d’une sinistre forêt. En descendant dans une cave lugubre, les deux garçons de la bande découvrent un vieux magnétophone qui une fois remis en marche, émet une incantation magique. Laquelle réveille les forces du mal, déclenchant ainsi une horreur sans nom…",['Horror'],85,7.4,239064,https://image.tmdb.org/t/p/original/5ARFGQmFGAE2eCjgLWESnfXCgDE.jpg,en,2.4944,15.361,34.467,https://www.youtube.com/watch?v=clIaqwQGoJc
2202,Rien que pour vos yeux,1981,['John Glen'],"['Roger Moore', 'Topol', 'Julian Glover', 'Michael Gothard', 'John Wyman', 'Jack Hedley', 'Carole Bouquet', 'Lynn-Holly Johnson', 'Cassandra Harris', 'Jill Bennett']","Un bateau espion du Royaume-Uni, sombre dans les eaux albanaises après avoir heurté une mine, engloutissant avec lui l'ATAC, système top secret de lancement de missiles. Les services secrets britanniques déclenchent une opération sous-marine discrète pour récupérer l'appareil. L'opération est conduite par un couple d'archéologues marins, Timothy et Iona Havelock. Mais le tueur cubain Hector Gonzalès interrompt brutalement les recherches en assassinant le couple sous les yeux de sa fille Mélina. James Bond entre alors en scène et s'en va enquêter, secondé de la séduisante et vengeresse Mélina, sur les liens de Gonzalès avec le système ATAC...","['Adventure', 'Action', 'Thriller']",127,6.7,110439,https://image.tmdb.org/t/p/original/uu8Qh9pLPD5yMqct3jcNELf7KB7.jpg,en,7.216200000000001,3.364,30.314,https://www.youtube.com/watch?v=b0eB8pFYAP4
